spol,spol_starša,izob_matere,izob_očeta,število,izpolnjeval,vključen,status_matere,status_očeta,jezik,OPP,drugo,age_in_months,starost_vkljucitev,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
moški,moški,srednja šola,srednja šola,4.0,Drugorojenega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666
ženski,moški,srednja šola,srednja šola,3.0,Prvorojenega/edinega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Bosanščina,ne,,82.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,27.0,1.7857142857142858,1.5,1.7142857142857142,1.8,2.0,1.5,1.0,1.8333333333333333,2.0,1.75
ženski,ženski,magisterij ali doktorat znanosti,zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,81.0,37.0,1.4285714285714286,1.25,0.14285714285714285,0.6,1.625,1.25,0.25,0.6666666666666666,1.4285714285714286,1.8333333333333333
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,Ne.,79.0,23.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,/,90.0,28.0,1.7857142857142858,1.5,1.2857142857142858,1.0,1.5,2.0,0.75,1.8333333333333333,1.4285714285714286,1.0
ženski,ženski,zaključen študij (fakulteta),srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,80.0,24.0,1.9285714285714286,1.5,1.4285714285714286,1.2,1.75,1.75,1.5,2.0,1.0,1.4166666666666667
ženski,ženski,srednja šola,zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,81.0,17.752508361204015,1.2857142857142858,0.9151244167962675,1.7142857142857142,1.6,1.75,1.5,1.25,1.8333333333333333,1.0,0.25
moški,ženski,srednja šola,zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,,,85.0,11.0,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0833333333333333
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),3.0,Prvorojenega/edinega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Slovenščina,ne,,77.0,11.0,1.2142857142857142,0.875,1.1428571428571428,0.8,1.25,1.25,0.0,1.0,1.0,0.9166666666666666
moški,ženski,srednja šola,srednja šola,4.0,Prvorojenega/edinega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Bosanščina,ne,,82.0,14.0,1.0714285714285714,1.0,1.0,0.6,0.875,0.25,0.5,1.0,2.0,0.8333333333333334
ženski,moški,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,"Smiselno in eko bi bilo uporabiti e-vprašalnik. Vprašanja so na nivoju, po vprašalniku pa ostane vse nespremenjeno, ker niso zastavljena v duhu sprememb. Strinjam se, da spremembe in odkrivanje tople vode ni potrebno, vključno s takim vprašalnikom in podobnimi (kako si otrok želi v šolo - kolo,...), ker je toliko omejitev za realizacijo. Otrokom naj se v garderobah in seznamih vrne imena in naj ne bodo znakci.",85.0,29.0,1.1428571428571428,0.375,1.1428571428571428,0.2,1.25,1.5,-0.25,1.3333333333333333,1.7142857142857142,1.3333333333333333
moški,ženski,zaključen študij (fakulteta),srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,16.0,2.0,1.625,2.0,1.8,2.0,2.0,2.0,2.0,2.0,1.75
moški,ženski,srednja šola,osnovna šola ali manj,3.0,Drugorojenega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,88.0,13.0,2.0,2.0,1.5714285714285714,2.0,2.0,2.0,1.75,2.0,1.8571428571428572,1.8333333333333333
moški,ženski,zaključen študij (fakulteta),srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,30.0,1.4285714285714286,1.375,1.7142857142857142,1.4,1.625,2.0,0.0,1.3333333333333333,1.7142857142857142,0.5
moški,ženski,srednja šola,zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,92.0,11.0,2.0,1.75,1.7142857142857142,1.2,1.75,2.0,1.0,1.8333333333333333,1.4285714285714286,0.9166666666666666
moški,ženski,zaključen študij (fakulteta),srednja šola,3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,90.0,22.0,2.0,1.25,1.7142857142857142,1.6,2.0,1.25,1.5,1.0,1.1428571428571428,1.0833333333333333
ženski,ženski,magisterij ali doktorat znanosti,srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,V19 - preveč splošnoin ni navedeno na katero vgojiteljico se nanašajo vpršanja?,87.0,30.0,1.4285714285714286,1.25,-0.42857142857142855,0.0,0.375,1.75,-1.0,-0.3333333333333333,0.5714285714285714,0.3333333333333333
ženski,ženski,srednja šola,srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,88.0,13.0,1.8571428571428572,0.375,0.0,0.0,0.5,0.25,0.0,0.0,0.7142857142857143,0.4166666666666667
ženski,ženski,zaključen študij (fakulteta),srednja šola,3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,"ni bil zaposlen, vendar je iskal zaposlitev",Slovenščina,ne,,89.0,15.0,1.2142857142857142,0.25,1.0,0.2,0.875,1.0,0.5,0.16666666666666666,0.8571428571428571,1.3333333333333333
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,57.0,2.0,1.25,0.8571428571428571,0.6,0.625,1.0,0.5,0.5,1.1428571428571428,0.5833333333333334
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,90.0,22.0,1.7142857142857142,1.25,1.4285714285714286,1.2,1.625,1.75,-0.5,1.1666666666666667,1.2857142857142858,1.5833333333333333
ženski,ženski,magisterij ali doktorat znanosti,magisterij ali doktorat znanosti,5.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,83.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,1.7142857142857142,0.75
moški,ženski,magisterij ali doktorat znanosti,magisterij ali doktorat znanosti,5.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,83.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,1.7142857142857142,0.75
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,16.0,1.8571428571428572,2.0,0.5714285714285714,1.0,1.25,1.0,0.5,1.1666666666666667,2.0,0.5833333333333334
ženski,moški,zaključen študij (fakulteta),srednja šola,5.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,16.0,1.8571428571428572,2.0,0.5714285714285714,1.0,1.25,1.0,0.5,1.1666666666666667,2.0,0.5833333333333334
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,15.0,1.5,1.0,0.7142857142857143,0.8,0.5,1.5,-0.25,1.1666666666666667,1.2857142857142858,1.5833333333333333
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),2.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ženski,ženski,osnovna šola ali manj,osnovna šola ali manj,4.0,Drugorojenega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Slovenščina,ne,,87.0,42.0,1.7857142857142858,1.125,1.8571428571428572,1.4,1.625,1.0,1.75,2.0,2.0,1.25
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,82.0,11.0,2.0,2.0,1.5714285714285714,2.0,2.0,1.25,0.75,2.0,2.0,2.0
moški,moški,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,30.0,1.9285714285714286,1.5,1.2857142857142858,1.2,1.75,1.5,0.5,1.0,0.8571428571428571,1.1666666666666667
ženski,moški,zaključen študij (fakulteta),srednja šola,6.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,87.0,11.0,2.0,2.0,2.0,1.0,1.0,1.5,0.5,1.0,1.8571428571428572,1.0
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,27.0,1.9285714285714286,2.0,1.7142857142857142,1.6,1.75,1.75,1.5,1.8333333333333333,1.7142857142857142,1.4166666666666667
moški,ženski,srednja šola,srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,83.0,38.0,1.2857142857142858,0.875,0.14285714285714285,0.8,0.875,1.75,1.0,0.0,1.4285714285714286,1.1666666666666667
ženski,ženski,zaključen študij (fakulteta),srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,80.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Slovenščina,ne,,77.0,22.0,0.7142857142857143,1.125,2.0,2.0,2.0,2.0,2.0,2.0,1.1428571428571428,1.0833333333333333
ženski,ženski,zaključen študij (fakulteta),srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,18.0,1.9285714285714286,1.75,1.8571428571428572,1.8,2.0,2.0,2.0,1.5,1.8571428571428572,1.75
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,86.0,18.0,2.0,1.75,1.8571428571428572,1.8,2.0,2.0,2.0,1.5,1.8571428571428572,1.75
ženski,ženski,zaključen študij (fakulteta),srednja šola,6.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,83.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.8333333333333333
moški,ženski,zaključen študij (fakulteta),srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,94.0,13.0,2.0,1.0,0.42857142857142855,1.4,1.625,1.0,0.5,1.3333333333333333,1.4285714285714286,1.4166666666666667
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,78.0,34.0,2.0,1.5,2.0,1.8,2.0,2.0,1.5,2.0,1.8571428571428572,1.0833333333333333
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),6.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,"Otrokovo počutje v vrtcu je v veliki meri odvisno od vzgojiteljice-a, pa tudi od ostalih otrok v skupini (oz. okolja, iz katerega prihajajo). Moji otroci so se vedno dobro počutili v manjšem vrtcu, s preprostejšimi vrstniki in vzgojiteljicami. V velikem vrtcu imam občutek, da se ""izgubijo"" oz. da so ""številke"". Veliko pomeni, da je otrokom isti vzgojitelj več let.",82.0,12.5,2.0,1.75,1.8571428571428572,1.8,2.0,2.0,2.0,2.0,2.0,1.0
moški,ženski,srednja šola,srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,87.0,53.0,2.0,2.0,2.0,1.2,2.0,2.0,1.5,1.5,1.7142857142857142,1.6666666666666667
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,27.0,0.7142857142857143,0.125,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Prvorojenega/edinega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ženski,ženski,zaključen študij (fakulteta),srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,79.0,41.752508361204015,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
moški,ženski,magisterij ali doktorat znanosti,srednja šola,3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,81.0,13.0,1.2142857142857142,1.25,1.5714285714285714,0.8,1.875,1.25,0.25,1.5,1.5714285714285714,1.25
ženski,ženski,srednja šola,srednja šola,4.0,Prvorojenega/edinega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Srb-hr,ne,,93.0,25.0,2.0,1.75,2.0,1.6,2.0,2.0,1.5,2.0,2.0,2.0
moški,ženski,zaključen študij (fakulteta),srednja šola,3.0,Prvorojenega/edinega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Slovenščina,ne,,90.0,12.0,1.3571428571428572,1.375,1.4285714285714286,1.0,1.375,1.25,1.0,1.1666666666666667,1.8571428571428572,1.4166666666666667
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,82.0,13.0,2.0,1.75,1.5714285714285714,1.6,2.0,2.0,0.5,1.6666666666666667,1.8571428571428572,0.3333333333333333
ženski,ženski,zaključen študij (fakulteta),srednja šola,2.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,80.0,11.0,2.0,1.5,1.5714285714285714,0.6,1.0,1.4776545422856955,0.9683304520402278,1.2601456688642612,1.4609007618132228,0.9166666666666666
moški,ženski,srednja šola,zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,88.0,12.0,0.9285714285714286,0.375,0.5714285714285714,0.8,1.625,1.5,-0.5,1.0,1.2857142857142858,1.0
ženski,ženski,srednja šola,osnovna šola ali manj,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,"ni bil zaposlen, vendar je iskal zaposlitev",Slovenščina,ne,,85.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.1428571428571428,1.9166666666666667
moški,ženski,zaključen študij (fakulteta),srednja šola,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,83.0,15.0,2.0,1.625,1.0,1.4,1.875,2.0,1.0,2.0,1.7142857142857142,1.5
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),3.0,Prvorojenega/edinega otroka,da,ni bila zaposlena,ni bil zaposlen,Slovenščina,ne,,81.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9593653250773995
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,"ni bil zaposlen, vendar je iskal zaposlitev",Slovenščina,ne,,87.0,30.0,0.9285714285714286,0.75,0.7142857142857143,0.8,1.75,1.0,0.75,1.0,1.7142857142857142,0.5833333333333334
moški,ženski,magisterij ali doktorat znanosti,magisterij ali doktorat znanosti,5.0,Prvorojenega/edinega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,"Ne nastavljate dejstva, da otroke v vrtec vključujemo (predvsem) zato, ker nam v skrbi za to, da družino preskrbimo, ne ostane druge možnosti. Če sta oba starša zaposlena, starih staršev ali baruške pa ni, potem otrok pač mora v vrtec. Sama menim, da bi večino veščin in spretnosti lahko otrok razvil tudi brez vključevanja v vrtec - z izjemo navajanja na življenje s sovrstniki v urejeni skupnosti, reševanja konfliktov v njej in razvijanja odnosov s sovrstniki. Vprašalnik tudi ne ponudi možnosti, da iraziš, da so vzgojitelji različni; nekateri super komunicirajo, vidijo otroka, drugi niti ne. Tudi glede bogastva besednega zaklada in gibalnih spretnosti so eni boljši, drugi slabši. Najpomembnejše se mi zdi, da jim je za otroke mar in da jih imajo radi oz. da jih ''vidijo''.",78.0,16.0,0.21428571428571427,0.625,0.8571428571428571,0.4,0.75,0.5,-0.5,0.8333333333333334,1.2857142857142858,0.9166666666666666
ženski,moški,zaključen študij (fakulteta),magisterij ali doktorat znanosti,5.0,Drugorojenega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Makedonščina,ne,,82.0,26.0,1.0,0.25,0.42857142857142855,0.6,0.625,0.75,0.25,0.3333333333333333,0.7142857142857143,0.25
ženski,moški,zaključen študij (fakulteta),srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,82.0,27.0,2.0,1.375,1.2857142857142858,1.4,1.75,2.0,1.0,1.6666666666666667,1.4285714285714286,0.6666666666666666
moški,ženski,srednja šola,srednja šola,3.0,Drugorojenega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Slovenščina,ne,Osnova za vse to so starši z njihovo podporo pa imajo vzgojiteljice uspeh za vsa naša vprašanja.,89.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,"Vse (oz. večina) trditev sicer drži, vendar… v kolikor stari starši (torej babice in dedki) ne bi še vsi hodili v službo, bi otroka zaradi vseh naštetih trditev še vedno vpisala v vrtec, vendar ne pri rosnih 11-mesecih starosti. Moja hči niti še hodila ni, se mi zdi prezgodaj. Kakšno leto bi še počakala. Torej na tej točki želim poudariti, da je poglavitni razlog vpisa v vrtec v prvi vrsti dejstvo, da stari starši še hodijo v službo in na tem področju ne morejo priskočiti na pomoč mladim.",82.0,14.0,2.0,2.0,1.5714285714285714,1.6,2.0,2.0,1.0,2.0,2.0,2.0
moški,moški,srednja šola,osnovna šola ali manj,2.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za krajši delovni čas,Slovenščina,ne,,93.0,14.0,1.7857142857142858,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,1.3333333333333333
moški,ženski,srednja šola,osnovna šola ali manj,7.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Albanščina,ne,,93.0,53.752508361204015,2.0,1.875,1.8571428571428572,0.8,1.0,2.0,1.0,2.0,1.7142857142857142,2.0
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,82.0,14.0,1.5,1.125,1.7142857142857142,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,2.0
ženski,ženski,zaključen študij (fakulteta),magisterij ali doktorat znanosti,4.0,Drugorojenega otroka,da,ni bila zaposlena,zaposlen za polni delovni čas,Makedonščina,ne,,86.0,29.752508361204015,2.0,1.25,2.0,1.6,1.25,1.5,1.5,1.6666666666666667,2.0,2.0
moški,ženski,osnovna šola ali manj,osnovna šola ali manj,4.0,Tretje ali kasneje rojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Bosanščina,ne,,79.0,29.752508361204015,2.0,1.125,1.4285714285714286,1.0,1.5,1.0,0.75,1.5,1.5714285714285714,1.25
ženski,ženski,srednja šola,srednja šola,7.0,Prvorojenega/edinega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Makedonščina,ne,,88.0,20.0,1.3571428571428572,0.875,0.8571428571428571,0.8,2.0,1.5,1.0,1.1666666666666667,1.4285714285714286,1.5
moški,ženski,srednja šola,osnovna šola ali manj,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,ni bil zaposlen,Srb-hr,ne,,83.0,16.0,2.0,1.875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
moški,ženski,magisterij ali doktorat znanosti,magisterij ali doktorat znanosti,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,89.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.0
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,87.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.6666666666666667,2.0,2.0
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,"Prvi odgovor na vprašanje, zakaj smo se odločili za vpis otroka v vrtec je, da druge možnosti niti nismo imeli. Opcije, da bi otrok ostal doma pri sorodnikih pač ni bilo, torej je bila vključitev v vrtec nuja, šele temu so se priključili vsi ostali razlogi.",87.0,11.0,0.9285714285714286,0.125,1.0,0.8,1.125,1.0,0.75,1.0,1.0,0.4166666666666667
ženski,ženski,srednja šola,zaključen študij (fakulteta),3.0,Prvorojenega/edinega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Slovenščina,ne,,77.0,11.0,2.0,1.75,1.7142857142857142,1.6,1.875,2.0,1.0,1.1666666666666667,1.0,1.1666666666666667
moški,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za krajši delovni čas,Slovenščina,ne,,89.0,15.0,2.0,1.625,1.4285714285714286,1.6,2.0,2.0,1.0,1.5,1.7142857142857142,1.3333333333333333
ženski,ženski,zaključen študij (fakulteta),srednja šola,5.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,80.0,29.752508361204015,1.3571428571428572,0.75,0.42857142857142855,0.8,-0.04999999999999999,-0.25,-0.25,0.16666666666666666,1.5714285714285714,0.4166666666666667
ženski,ženski,magisterij ali doktorat znanosti,zaključen študij (fakulteta),2.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,12.0,2.0,1.625,1.5714285714285714,1.6,2.0,2.0,1.0,1.5,1.7142857142857142,1.0833333333333333
moški,ženski,zaključen študij (fakulteta),magisterij ali doktorat znanosti,4.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,89.0,11.0,0.9285714285714286,1.125,1.7142857142857142,0.4,1.75,1.0,1.5,2.0,2.0,0.9166666666666666
moški,moški,zaključen študij (fakulteta),zaključen študij (fakulteta),5.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,FRANCOSKI,ne,,90.0,11.0,1.9285714285714286,0.875,1.7142857142857142,1.2,1.0,1.75,0.0,1.8333333333333333,1.4285714285714286,0.75
ženski,ženski,zaključen študij (fakulteta),zaključen študij (fakulteta),4.0,Drugorojenega otroka,da,"ni bila zaposlena, vendar je iskala zaposlitev",zaposlen za polni delovni čas,Slovenščina,ne,"Odgovor ''strinjam se'' bi veljal za idealne okoliščine vrtca, kjer bi učiteljica dejansko imela proste roke pri sooblikovanju programa skupaj s starši in v skladu z željami (oz. potrebami) otrok. V realnosti ni čisto tako, ampak so (v javnih vrtcih) vzgojiteljice bolj ali manj kreativne v soustvarjanju programa, vendar ne s starši, ampak v okviru možnosti, ki jih ponuja vrtec in jim je naklonjeno vodstvo vrtca. Starši pri tem večinoma nismo vključeni, ampak samo obveščeni.",85.0,16.0,1.5,0.5,0.8571428571428571,0.8,0.75,1.25,0.25,0.5,1.4285714285714286,0.9166666666666666
ženski,ženski,magisterij ali doktorat znanosti,zaključen študij (fakulteta),4.0,Prvorojenega/edinega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,11.0,0.42857142857142855,0.75,0.8571428571428571,1.0,1.0,0.5,1.0,0.6666666666666666,1.1428571428571428,0.6666666666666666
ženski,ženski,srednja šola,srednja šola,3.0,Prvorojenega/edinega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,15.0,1.6428571428571428,1.5,1.0,1.2,1.25,2.0,0.5,1.6666666666666667,1.2857142857142858,1.5833333333333333
moški,ženski,srednja šola,srednja šola,4.0,Drugorojenega otroka,da,zaposlena za krajši delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,85.0,17.0,2.0,2.0,1.7142857142857142,1.8,2.0,2.0,1.5,1.8333333333333333,1.7142857142857142,1.5
ženski,ženski,zaključen študij (fakulteta),srednja šola,4.0,Drugorojenega otroka,da,zaposlena za polni delovni čas,zaposlen za polni delovni čas,Slovenščina,ne,,84.0,16.0,2.0,1.5,1.7142857142857142,1.0,1.875,2.0,1.0,1.0,2.0,1.5
